LH1,MO17,PHG35,PHG47,PHJ40,LH123HT,LH82,PH207,PHG39,PHG84,PHZ51,bin,mean
149.5823,101.7173,0,154.6083,104.2713,150.6545,116.0653,116.6013,143.4922,161.0953,157.1671,8_88,123.204990909091
180.58009,202.87059,53.0599,163.98269,211.53879,159.29169,110.8949,110.5449,129.2603,175.2095,190.3374,8_89,153.415522727273
173.1979,296.998,226.7614,240.690226,311.422,216.8722,122.75582,129.10122,146.35422,278.3657,276.4444,8_90,219.905735090909
194.0501,73.339,200.8009,202.184,82.0441,186.818,181.7318,169.5808,180.5151,122.9119,164.6593,8_91,159.875909090909
165.46162,152.5514,85.8941,201.30822,154.9894,192.44322,145.11112,144.56112,160.51662,131.8341,90.2296,8_92,147.718229090909
319.79967,221.79217,287.20114,341.07937,221.52807,311.98247,156.1825,144.9085,294.84967,252.01144,81.4176,8_93,239.341145454545
192.37223,158.5556,172.598,182.9945,171.1084,177.12833,196.66043,185.94543,178.37523,151.08233,141.20263,8_94,173.456646363636
67.4279,80.6052,47.2459,66.373,78.7512,63.164,82.3622,75.9691,62.162,69.844,75.9432,8_95,69.9861545454545
16.49913,34.16613,36.75243,71.0081,42.60383,59.1689,17.247,15.989,17.34113,73.3551,39.91433,8_96,38.5495527272727
6.877,22.9252,18.5132,16.628,23.1182,11.647,23.5011,20.3601,7.298,18.6,23.2712,8_97,17.5217272727273
67.4732,46.0781,36.4601,50.9031,45.9101,46.8889,47.43283,47.63283,66.8112,52.2701,45.6121,8_98,50.3156872727273
61.294,93.1194,30.602,57.122,87.0034,58.236,89.6564,86.7944,62.035,62.515,83.4664,8_99,70.1676363636364
7.501,19.011,14.873,19.37,18.142,19.364,21.7,22.86,6.381,23.431,17.5,8_100,17.2848181818182
0,24.767,27.881,8.701,28.833,8.422,24.32,24.096,0,10.701,26.796,8_101,16.7742727272727
95.379,87.6333,57.8193,111.5623,85.4873,108.1003,137.0273,128.5973,91.281,117.2483,90.1533,8_102,100.935336363636
36.17982,25.916,19.4252,4.631,31.472,3.789,24.528,23.2752,33.92482,3.789,24.788,8_103,21.0652763636364
11.737,75.7613,28.0983,41.99,68.9463,38.908,29.0873,26.3363,11.737,45.064,75.7613,8_104,41.2206181818182
44.2915,13.249,40.4947,45.4305,13.528,40.8025,39.8915,43.2655,43.2905,43.3345,13.949,8_105,34.6842909090909
47.5855,35.1623,38.3954,76.3318,39.4273,65.6631,37.3761,38.5504,45.8265,71.3028,33.7433,8_106,48.1240454545455
9.864,174.63022,72.51093,71.67913,174.43392,65.76033,42.8099,43.5209,11.311,67.13333,172.17992,8_107,82.3485072727273
125.17052,114.882,139.40762,117.76652,115.602,115.99252,167.35062,159.31062,129.6719,114.71852,116.745,8_108,128.78344
246.095,334.14985,289.242,344.2488,349.13985,317.2153,313.3662,304.7102,343.8986,331.8243,332.99685,8_109,318.807904545455
53.582,168.99265,131.6496,137.5816,181.44605,126.9747,133.89023,125.88323,129.10023,144.6366,180.12863,8_110,137.624138181818
1004.23504,121.58282,955.6474,902.18845,1174.42744,817.06458,135.6513,889.90093,925.2248,924.92304,1106.39982,8_111,814.295056363636
591.43588,134.6227,389.32023,612.44795,553.40552,583.71315,492.19466,491.14106,639.93666,687.981,410.95654,8_112,507.923213636364
1122.550934,529.85571,804.4937,933.80945,1047.174264,863.48132,865.74722,927.114684,1063.957134,929.70012,1075.483364,8_113,923.942536363636
182.1496,0,74.4384,76.4474,193.2085,65.8064,10.842,18.301,178.6333,72.1582,191.8641,8_114,96.7135363636364
121.6541,0.243,39.7242,44.2042,136.2291,42.6272,118.3101,23.4502,121.3121,48.4512,133.6322,8_115,75.4397818181818
71.0563,0,58.5079,54.9599,133.68123,45.5929,67.1693,8.721,71.2921,0,132.55923,8_116,58.5036236363636
126.9068,2,130.827,133.807,71.2542,126.492,59.1442,112.8411,133.446,80.2596,70.9992,8_117,95.2706454545455
63.3291,0,44.2784,42.3574,11.0502,45.1412,0,27.9282,25.2082,53.7911,11.6422,8_118,29.5205454545455
11.7091,0,10.4258,11.7858,17.5481,11.7858,0,11.2881,10.3491,11.7091,10.4707,8_119,9.73378181818182
20.2377,0,40.7859,38.3649,115.4508,37.1119,0,54.3831,50.4448,20.2377,114.0838,8_120,44.6455090909091
97.01493,0,76.87273,115.19883,104.2943,110.99233,0,95.8544,70.78703,117.91743,102.9033,8_121,81.0759345454545
113.2955,0,122.8774,112.7525,69.737,78.287,0,103.1692,115.6274,105.3104,127.0974,8_122,86.1958
82.5714,51.77842,9.306,5.961,75.38742,90.61303,45.7468,74.37632,9.191,64.09142,103.36223,8_123,55.6713672727273
72.97022,79.7456,0,77.93822,73.8686,57.086,76.0306,78.73022,0,85.3496,63.123,8_124,60.4401872727273
32.4197,31.0037,0,43.6187,36.9422,32.4407,35.2258,38.1267,0,37.7637,38.1077,8_125,29.6044454545455
117.9604,114.6998,0,118.1654,91.7768,104.2252,116.2436,120.8438,0,121.3878,55.4217,8_126,87.3385909090909
23.2438,30.8658,0,28.615,24.5978,25.4568,29.498,27.4678,0,18.5345,0,8_127,18.9345
93.4976,87.1626,0,90.1692,67.2265,22.2542,80.5054,83.3886,0,63.4024,73.8468,8_128,60.1321181818182
41.8847,54.6189,0,27.5639,29.166,23.921,60.8186,59.7176,0,57.9279,28.627,8_129,34.9314181818182
20.996,88.8027,0,60.1327,59.3307,22.8517,84.2087,86.2927,0,94.6097,0,8_130,47.0204454545455
1.16,28.864,0,29.111,26.28,26.41,29.92,27.891,0,27.891,1.16,8_131,18.0624545454545
44.5787,66.5788,0,70.1028,63.3288,43.0407,58.5658,61.7351,24.0951,59.5117,20.188,8_132,46.5205
88.07999,54.2895,0,67.83396,9.127,8.589,48.2995,48.1845,44.59053,55.7385,43.20963,8_133,42.5401918181818
18.6071,21.8425,0,19.4705,0,0,17.9725,17.6116,14.8981,18.4206,12.0965,8_134,12.8108545454545
32.468,15.1131,0,24.848,36.255,14.737,28.187,28.02,17.333,35.731,11.907,8_135,22.2362818181818
3.837,48.4041,0,0,2.777,45.2641,3.837,5.596,4.117,4.121,2.186,8_136,10.9217454545455
22.667,19.2603,9.992,1.684,23.051,25.2623,14.378,23.11,31.78,22.006,27.296,8_137,20.0442363636364
56.1433,19.841,53.7681,0,18.33,54.212,50.9423,51.9813,51.1091,0,19.0651,8_138,34.1265636363636
43.093,69.2481,77.1163,41.8353,50.949,49.0302,41.091,40.422,48.976,19.977,32.9033,8_139,46.7855636363636
84.2337,70.80162,58.3165,104.6028,90.3034,79.2317,80.2387,74.7197,50.8047,71.463,78.72562,8_140,76.6764945454545
37.65,49.736,72.387,31.50223,15.305,29.9595,41.549,35.407,39.17223,41.97,28.45323,8_141,38.4628354545455
0,62.5826,45.0169,85.3123,29.6449,68.0936,0,0,78.1993,0,62.0606,8_142,39.1736545454545
0.421,54.593,74.2243,57.3303,23.989,15.982,0.421,0.421,54.716,0.421,68.9023,8_143,31.9473545454545
90.1753,28.967,107.4834,77.1473,84.7453,105.2523,79.7593,85.4053,20.177,88.6833,2.072,8_144,69.9879545454545
12.2354,26.0643,3.266,14.1239,24.3803,12.8609,10.2974,11.8004,3.135,12.1884,3.266,8_145,12.1470909090909
97.1374,93.6446,66.3977,78.0846,72.5666,65.9924,99.6124,93.0904,64.1357,105.2544,77.9155,8_146,83.0756090909091
43.5579,44.0949,0,11.925,19.9309,34.74,35.4269,40.3489,0,41.9399,44.2089,8_147,28.7430272727273
48.935,82.8173,0,81.3878,78.8354,49.7337,47.8667,42.4317,0,54.8947,74.3179,8_148,51.0200181818182
58.5779,57.2939,0,54.78572,53.50372,16.3914,38.9961,36.392,2.105,40.0551,37.078,8_149,35.9253490909091
58.1292,54.7682,0,47.614,71.829,51.784,49.673,60.61,0,51.564,46.461,8_150,44.7665818181818
35.7972,34.7552,0,44.4518,33.0263,29.1693,47.4868,20.4773,0,47.9368,43.6758,8_151,30.6160454545455
23.053,23.053,0,38.9425,13.368,12.008,49.6675,27.428,0,58.4725,44.9235,8_152,26.4469090909091
58.677,45.657,0,41.6213,44.305,43.04,54.4167,34.851,0,67.0507,47.5413,8_153,39.7418181818182
53.2082,47.1068,0,54.3969,36.4544,27.9179,14.445,60.9367,0,15.713,24.9748,8_154,30.4685181818182
48.2691,53.2021,0,46.8211,62.6268,10.43,59.99412,52.2569,0,63.41612,48.0538,8_155,40.4609127272727
44.69473,47.202,0,17.889,22.636,21.917,47.1477,17.679,0,46.8847,41.25,8_156,27.9363754545455
90.8112,87.0452,0,66.5252,42.0689,51.4422,66.0351,54.3259,0,61.2236,23.47,8_157,49.3588454545455
35.87853,32.54153,0,36.77923,10.668,36.11053,31.9287,31.6997,0,36.0397,14.82753,8_158,24.2248590909091
18.49873,19.52773,0,23.794,16.51973,20.836,12.911,10.537,0,14.24573,10.254,8_159,13.3749018181818
74.64973,66.1582,0,31.8164,56.3082,31.6232,7.268,16.634,0,65.75173,40.258,8_160,35.4970418181818
45.379,40.478,0,43.092,2.444,26.937,32.878,37.706,0,55.136,4.126,8_161,26.1978181818182
27.2211,36.1421,0,26.457,31.638,35.1,38.0901,36.8921,0,37.6011,27.96,8_162,27.0092272727273
6.461,21.432,0,5.228,6.461,17.43,5.619,5.371,0,6.461,15.68,8_163,8.19481818181818
20.153,11.4717,0,17.7967,10.6537,16.171,18.895,19.131,0,20.153,18.218,8_164,13.8766454545455
11.03,6.549,0,38.153,12.573,37.395,10.188,9.762,0,9.336,42.901,8_165,16.1715454545455
45.012,40.15,0,38.243,38.956,28.65,38.11,39.422,0,42.269,25.398,8_166,30.5645454545455
96.495,81.1158,0,89.1498,77.9921,45.375,111.3201,110.2331,0,76.627,51.6741,8_167,67.2710909090909
49.831,58.4444,0,74.3794,53.1769,48.0211,41.0881,44.0571,0,41.1082,54.142,8_168,42.2043818181818
34.8413,23.896,0,30.2605,40.4131,28.5584,32.9055,33.7415,0,34.8083,35.5075,8_169,26.8120090909091
56.5424,106.3676,0,14.448,105.0906,67.0434,82.2651,86.7541,0,68.4946,88.9827,8_170,61.4535
35.4633,46.2263,0,39.2653,48.37,25.589,0,0,0,26.01,0,8_171,20.0839909090909
21.4407,40.7616,0,26.3387,42.5426,16.2339,41.092,42.675,0,22.5459,31.4096,8_172,25.9127272727273
80.675,96.479,0,87.4866,95.743,73.42822,87.899,89.317,0,73.71022,103.208,8_173,71.6314581818182
61.0512,45.4067,0,39.443,48.8617,44.818,60.6762,61.741,0,43.5887,55.8892,8_174,41.9523363636364
38.2221,25.9812,0,43.9094,60.6721,27.5332,49.3644,48.1744,0,33.4674,43.6934,8_175,33.7288727272727
3.6102,4.3594,0.421,16.1264,0.421,6.9902,16.5646,14.6284,0,3.265,9.7684,8_176,6.92314545454545
41.126,37.82472,0,75.9384,0,47.9218,80.5075,73.9782,0,12.54462,59.4612,8_177,39.0274945454545
29.9642,36.5544,67.9919,79.1477,109.2059,64.0597,87.6084,85.1974,69.3319,129.7554,131.4269,8_178,80.9312545454545
17.822,24.92,60.4487,31.2501,5.234,0,48.2801,46.9531,58.9407,47.0891,31.2611,8_179,33.8362636363636
13.784,29.592,36.527,34.847,32.294,5.26,49.691,52.233,36.527,20.84,5.858,8_180,28.8593636363636
11.472,18.216,10.171,65.7795,36.2887,19.103,60.9185,58.8285,10.171,61.643,28.239,8_181,34.6209272727273
62.694,80.1736,79.8723,61.77,45.267,62.471,59.117,59.538,77.5246,58.461,47.312,8_182,63.1091363636364
21.962,60.7711,6.193,26.5059,15.582,60.7919,55.7799,55.7779,8.193,45.888,0,8_183,32.4949727272727
87.4038,66.9088,0,72.8938,107.2605,102.7662,107.8,99.6665,0,76.3915,45.799,8_184,69.7172818181818
58.8775,61.5328,8.868,61.2493,54.597,72.792,75.723,76.117,10.83,70.676,53.9828,8_185,55.0223090909091
51.542,7.0772,61.676,35.118,62.043,41.682,44.711,39.4362,55.8142,44.84,49.0962,8_186,44.8214363636364
63.902,0,97.077,76.7273,54.5993,47.2524,52.9294,50.5083,98.6136,52.4813,56.9713,8_187,59.1874454545455
17.1221,0,34.231,5.7691,4.6291,14.4879,15.3369,16.0689,34.836,3.4291,5.7891,8_188,13.7908363636364
28.307,13.737,37.4299,26.314,26.72362,33.15662,31.40062,30.83762,40.6019,30.83562,31.021,8_189,30.0331727272727
19.254,29.6614,39.8908,25.3891,19.5407,12.5764,18.9384,11.6374,41.2748,22.7494,21.7394,8_190,23.8774363636364
54.456,5.62,71.32,22.854,14.599,42.901,46.8603,42.267,71.139,59.1333,57.9133,8_191,44.4602636363636
14.468,11.832,19.4641,8.911,24.1307,14.468,2.762,14.468,20.8241,19.9427,20.6527,8_192,15.6293909090909
75.814426,29.570426,0,49.606826,65.2292,78.209626,52.542,73.779626,0,56.5162,55.2924,8_193,48.7782481818182
18.853,16.044,36.269,18.011,18.853,18.432,4.711,18.432,33.532,31.996,30.906,8_194,22.3671818181818
41.822,34.001,33.3331,20.884,32.185,35.555,32.979,40.378,33.2871,50.913,50.913,8_195,36.9318363636364
70.3653,66.4049,72.9784,74.3733,69.6409,61.214,45.6422,63.016,81.5764,89.8686,87.0246,8_196,71.1004181818182
21.5531,26.6145,35.5347,11.096,25.9455,30.271,19.814,30.692,35.7747,40.3148,40.3148,8_197,28.9022818181818
24.717,34.9117,54.663,14.703,37.5127,48.7487,32.685,49.5227,47.456,55.589,50.167,8_198,40.9705272727273
34.899,64.0014,46.2971,31.8573,62.1477,67.3787,48.9581,66.4047,46.0851,32.72743,33.15033,8_199,48.5369872727273
43.9194,3.997,35.442,5.725,4.418,34.183,44.3794,36.936,35.021,42.8114,39.5594,8_200,29.6719636363636
19.0704,36.7764,39.7386,36.6614,36.7764,33.7534,37.8796,36.3744,37.7165,15.932,15.932,8_201,31.5101
48.62463,50.57012,52.2475,38.20212,54.20712,28.81212,37.6589,28.606,54.2055,62.57593,31.074,8_202,44.2530854545455
38.9852,49.441,67.401,50.9382,50.561,40.394,54.9198,36.2942,67.7788,60.7892,37.596,8_203,50.4634909090909
3.0518,8.507,7.2158,6.3597,8.1,7.1897,5.9387,5.74,4.685,5.849,7.1,8_204,6.3397
17.7343,19.6439,17.1873,0,19.2229,16.4643,14.5669,19.6439,17.1873,19.5652,16.6493,8_205,16.1695727272727
88.0793,57.328,92.4613,46.7431,56.424,73.4664,66.1885,48.608,91.9813,52.8681,25.787,8_206,63.6304545454545
22.77,46.29074,22.472,6.335,42.65774,37.57494,28.107,41.11274,22.121,42.18374,5.282,8_207,28.8097181818182
14.128,14.5726,14.128,25.1516,15.7126,31.1926,38.7266,40.4536,14.128,20.215,25.1516,8_208,23.0509272727273
6.19,3.461,6.433,13.62662,3.461,3.292,4.025,3.114,6.433,7.503,11.90662,8_209,6.31320363636364
9.981,7.0742,9.027,5.8122,7.0742,1.4042,1.5682,1.551,9.829,12.5242,6.6592,8_210,6.59130909090909
3.0981,6.3812,3.0981,5.1532,6.3812,1.2122,4.2162,4.6372,3.0981,2.9732,5.1532,8_211,4.12744545454545
51.54102,6.63,48.18102,23.38352,6.63,10.3192,11.249,10.538,48.45102,5.6447,22.67352,8_212,22.2946363636364
48.3171,46.4801,46.3481,32.089,47.6201,4.603,43.7971,31.7601,46.3101,14.258,31.881,8_213,35.7694272727273
12.8881,2.809,14.3991,9.096,2.809,12.1441,16.2781,16.7841,14.3991,17.0581,1.547,8_214,10.9283363636364
25.2162,16.976,25.6162,24.3712,19.036,20.4172,14.2168,12.3925,26.1552,13.3245,16.756,8_215,19.4979818181818
7.708,9.445,7.708,6.618,9.445,2.28,22.8701,23.1281,7.708,25.8861,7.708,8_216,11.8640272727273
1.191,2.28,1.191,0,2.28,0,2.17,1.01,1.191,2.591,0,8_217,1.264
0,2.28,0,0,2.28,0,15.012,11.151,0,13.541,0,8_218,4.024
0.185,0,0.211,0,0,0.027,3.538,3.538,0.396,3.538,0,8_219,1.03936363636364
0,0,0,0,0,0,2.072,2.072,0,0.842,0,8_220,0.453272727272727
5.14955,5.9985,7.9239,8.8629,5.14955,9.2839,5.5775,6.8075,8.4749,5.14955,3.74605,9_-3,6.55670909090909
25.239,13.42,6.443,6.443,28.274,6.864,14.808,6.982,6.443,17.995,18.544,9_-2,13.7686363636364
0.842,1.263,0.421,0.421,1.263,0.421,1.263,0,0.421,2.072,2.072,9_-1,0.950818181818182
12.117,45.189,29.079,31.081,10.117,22.622,29.208,25.892,20.5987,30.355,29.743,9_0,26.0001545454545
58.2087,71.9997,11.745,78.4511,64.5247,53.8406,66.4267,19.309,77.0481,73.9481,76.4461,9_1,59.2679818181818
21.068,17.891,22.827,22.357,21.489,13.085,18.279,0,19.978,25.321,24.9,9_2,18.8359090909091
0,29.1182,10.206,12.088,0,11.5952,29.4784,0,27.9094,9.416,9.416,9_3,12.6570181818182
0,20.793,20.793,17.526,0,9.64,15.884,14.208,9.873,7.936,7.137,9_4,11.2536363636364
0,63.659,44.3542,24.775,0,24.6742,65.841,57.201,56.737,44.768,49.683,9_5,39.2447636363636
0,19.695,26.4132,29.1551,0,12.137,21.008,26.4429,26.5722,21.0478,21.4688,9_6,18.54
0,9.361,7.7613,8.681,0,9.946,2.096,9.111,2.9433,0,0,9_7,4.53632727272727
0,20.3098,18.4419,8.572,0,20.4088,5.007,18.7358,20.0654,2.28,2.28,9_8,10.5546090909091
0,31.726,15.7418,38.0102,0,35.4842,33.928,28.3811,71.8356,70.501,71.82,9_9,36.1298090909091
0.842,6.209,22.0898,33.4348,0.842,25.0919,3.929,20.69,19.804,39.406,36.2418,9_10,18.9618454545455
0,23.442,23.442,25.2902,0,23.5363,19.581,14.279,20.343,21.456,19.366,9_11,17.3395909090909
0,13.15,8.848,13.759,0,13.759,14.025,7.385,15.115,18.256,18.256,9_12,11.1411818181818
0,63.6962,83.0355,112.8015,0,102.2742,66.1092,63.9334,71.0203,91.3651,92.8001,9_13,67.9123181818182
0,21.243,17.118,19.014,0,21.093,18.663,16.697,22.233,16.697,17.118,9_14,15.4432727272727
0.421,31.151,31.694,39.061,0,37.28,32.531,37.478,16.698,41.857,40.906,9_15,28.0979090909091
0,0,19.927,26.47,0,25.207,0,7.079,16.469,28.84,28.522,9_16,13.8649090909091
0,22.4349,24.4349,42.9549,0,38.9049,23.2859,22.3869,27.2489,28.1509,26.4309,9_17,23.2939181818182
0,13.552,13.552,13.552,0,10.262,12.422,1.972,13.552,13.552,13.552,9_18,9.63345454545455
0,23.2818,27.5738,20.2925,0,18.8075,27.5738,22.6565,25.8898,27.5218,27.9628,9_19,20.1418454545455
0,30.77,24.487,40.624,0,33.378,27.25,29.052,14.677,20.831,19.312,9_20,21.8528181818182
0,43.7089,13.949,10.933,0,9.282,43.0289,14.619,8.052,13.485,14.748,9_21,15.6187090909091
1.1,30.806,28.421,26.967,0,24.493,18.713,22.322,29.7899,32.0803,28.7974,9_22,22.1354181818182
0,55.7509,24.552,37.685,0,38.44,28.081,46.153,34.7802,59.675,57.572,9_23,34.7899181818182
14.11,43.047,27.505,22.973,11.83,22.093,39.142,52.787,23.854,50.906,53.938,9_24,32.9259090909091
63.096,40.7858,43.9624,43.8344,62.6571,42.6054,40.7859,26.6943,47.0197,49.9323,44.6583,9_25,46.0028727272727
35.4465,29.559,23.122,40.745,36.3255,33.551,20.6807,6.455,30.867,6.039,7.938,9_26,24.6117
15.8965,15.5504,20.0219,15.206,15.9335,14.084,42.3005,34.4041,19.8602,39.6331,37.5401,9_27,24.5845727272727
26.37035,32.0371,16.259,8.847,25.58935,8.662,37.109,30.141,35.004,51.519,48.274,9_28,29.0738
51.1076,48.5886,41.5886,44.0036,51.8396,41.4846,37.6,35.7101,15.9666,44.1506,42.9096,9_29,41.3590454545455
16.9652,11.1101,10.6157,16.0094,15.2612,13.2144,25.2401,12.723,26.3526,16.9251,12.4879,9_30,16.0822454545455
0.632,25.8344,21.715,22.0362,0.632,20.8762,1.23,20.4564,9.283,27.438,32.554,9_31,16.6079272727273
17.049,18.477,0,23.718,18.409,21.646,7.997,21.246,8.283,18.852,17.32,9_32,15.727
0.842,5.242,1.263,2.28,0.842,0.986,4.631,3.266,7.299,5.648,8.709,9_33,3.728
25.472,18.634,0,18.634,25.472,19.443,20.992,18.634,17.825,21.413,20.992,9_34,18.8646363636364
31.7963,11.2666,12.7066,35.482,31.1213,32.201,37.7025,32.2193,36.3369,37.7235,28.8264,9_35,29.7620363636364
0,40.7233,12.602,23.7157,0,23.0967,26.859,22.4527,23.0467,65.0695,66.0015,9_36,27.5970090909091
0,41.0138,46.5796,72.6571,0,68.4123,57.037,66.7486,57.6334,67.2027,70.5047,9_37,49.7990181818182
0,40.268,56.0509,51.1501,0,51.1501,43.2909,42.9073,32.5863,63.6151,61.9661,9_38,40.2713454545455
0,10.948,29.7156,0,0,0,21.6353,22.971,10.948,29.4456,27.3356,9_39,13.9090090909091
0,46.3784,24.4725,0,0,0,42.6133,9.697,29.1323,50.858,46.2969,9_40,22.6771272727273
0,22.313,40.883,0,0,2.28,50.5764,47.9455,45.7825,45.2754,49.3374,9_41,27.6721090909091
12.047,47.463,52.3729,50.29,11.626,43.48,39.1029,27.7909,31.1599,72.6869,71.8449,9_42,41.8058545454545
7.8937,45.2723,60.8881,18.5256,8.3907,15.8246,50.2223,50.6003,44.0435,63.4861,63.6611,9_43,38.9825727272727
0,10.4689,10.3119,23.001,0,16.297,11.728,10.534,16.2119,23.001,19.58,9_44,12.8303363636364
33.6386,7.487,2.302,8.277,34.8086,9.417,5.664,6.347,7.856,9.417,8.277,9_45,12.1355636363636
14.65,21.9606,26.9246,24.3496,13.857,23.2596,12.311,0.842,12.1403,32.2256,28.2166,9_46,19.1579
63.9989,24.621,47.7879,60.6281,65.1299,56.5061,29.854,57.9531,0,55.1671,39.5809,9_47,45.5660909090909
35.998,51.124,29.667,27.688,36.249,25.929,47.527,32.106,39.251,46.672,38.813,9_48,37.3658181818182
10.3569,24.4245,26.801,24.211,9.9359,21.854,15.418,30.0323,25.1654,13.2303,27.395,9_49,20.8022090909091
18.726,22.951,20.498,14.655,16.726,13.295,7.421,20.514,18.7192,23.071,0.928,9_50,16.1367454545455
0,14.199,0,17.489,0,15.289,14.59,0,0,17.489,0,9_51,7.18690909090909
23.35635,28.166,36.68035,42.9122,23.35635,37.5932,9.1078,0,22.541,32.796,6.257,9_52,23.8878409090909
6.761,12.019,26.188,32.662,1.619,14.935,0,0,33.728,43.712,13.944,9_53,16.8698181818182
0,60.8467,0,51.6133,0,49.5083,50.4947,52.6507,54.7947,69.171,64.7249,9_54,41.2549363636364
3.231,12.877,3.231,6.559,3.231,5.419,4.013,5.561,15.171,23.391,3.231,9_55,7.81045454545454
99.5892,59.1091,101.0562,101.8901,105.5892,96.1699,89.2941,100.7491,89.2173,68.50705,96.3584,9_56,91.5936045454546
28.6606,25.92,26.4076,26.793,27.9216,25.646,27.648,3.871,30.373,24.341,27.676,9_57,25.0234363636364
75.24394,55.69094,68.16204,74.91124,67.40894,67.32624,33.9919,42.3837,49.576,80.8627,66.1652,9_58,61.9748036363636
52.5175,39.53,47.1905,46.7156,48.2665,47.0835,21.9175,33.2915,29.8335,35.7016,36.518,9_59,39.8696090909091
53.821,43.639,56.961,74.9147,55.382,33.26,56.125,37.9352,39.4774,72.0652,30.8512,9_60,50.4028818181818
76.5774,160.5023,75.1394,181.1262,76.9494,167.2483,136.6211,103.1635,92.5721,162.944,121.1618,9_61,123.091409090909
65.0352,19.0932,68.3002,43.5364,38.9586,39.9334,106.8946,15.431,87.9726,78.9686,48.6306,9_62,55.7049454545455
110.8871,93.7162,110.1371,77.8817,78.1892,67.5687,77.995,95.6225,40.217,76.1645,36.695,9_63,78.6430909090909
60.3032,22.366,57.6752,42.863,71.615,38.652,35.872,40.915,71.103,49.6019,47.269,9_64,48.9304818181818
73.458,56.1939,72.145,63.968,68.362,67.752,0,14.034,57.7369,0,0,9_65,43.0590727272727
65.1149,84.3779,64.6479,112.989,50.2269,51.2879,87.3859,86.301,96.9069,60.0802,35.024,9_66,72.2129545454546
43.3313,45.4847,43.2921,22.3445,43.4853,36.3383,40.7292,15.613,33.8147,29.7572,47.6253,9_67,36.5286909090909
53.8792,29.768,52.1652,58.5361,48.6782,52.1032,42.224,11.816,24.7562,58.3221,60.96,9_68,44.8371090909091
84.3112,40.7101,78.9112,120.2851,83.9262,74.8432,40.786,80.7812,42.8601,89.192,105.342,9_69,76.5407545454545
35.0195,0,29.2658,0,35.4405,34.0742,17.6564,32.1405,0,0,32.7205,9_70,19.6652181818182
75.8543,53.6472,73.5034,50.3852,75.8453,74.8129,43.5864,71.0153,22.312,59.762,59.2089,9_71,59.9939
33.022,56.3092,35.523,58.5962,34.493,38.003,25.185,14.355,21.041,65.1852,32.984,9_72,37.6996909090909
1.36,13.81815,1.36,14.33615,1.36,1.36,25.438,26.54015,1.36,14.90215,28.688,9_73,11.8656909090909
58.11,47.8716,58.11,51.9406,58.11,57.815,13.069,35.708,0,51.9846,17.837,9_74,40.9596181818182
207.5135,404.3152,198.5245,430.6602,191.6911,177.2175,356.1434,292.5437,229.6247,333.8077,257.019,9_75,279.914590909091
984.15536,926.89326,968.60852,922.53326,1011.35946,918.44506,1009.4984,1164.99387,1111.36495,1041.52686,808.54404,9_76,987.993003636364
209.6146,280.0178,209.5866,289.9308,212.3966,201.9425,205.495,204.0774,110.866,150.1007,109.2429,9_77,198.479172727273
161.8418,139.3001,153.5498,122.4208,154.4768,192.6198,112.3189,121.8212,133.3662,133.2086,127.5111,9_78,141.130463636364
0,258.6493,0,594.01,0.153,480.8446,606.8182,234.2373,581.1367,450.6867,356.8873,9_79,323.947554545455
0.262,49.4542,0.262,81.0386,0.262,83.3884,127.7166,50.7882,125.0076,92.7624,65.5504,9_80,61.4993090909091
0,33.994,0,61.5705,0,43.7853,46.381,29.311,73.3764,49.3709,49.6934,9_81,35.2256818181818
0,338.38349,0,414.10279,0,360.97593,383.34839,381.49363,363.33314,383.14419,309.45494,9_82,266.748772727273
0,171.6985,0,162.2656,0,150.3787,152.4685,137.5073,159.3476,185.9365,169.1714,9_83,117.161281818182
0,49.8084,0,22.8585,0,18.889,32.9345,16.6564,34.0844,27.1381,53.2204,9_84,23.2354272727273
0,82.58604,0,43.76204,0,66.73904,83.99804,42.79704,69.96104,83.51704,47.14804,9_85,47.3189381818182
7.757,107.1744,4.017,59.3512,11.001,33.588,121.53874,29.08504,36.5261,95.11484,37.77204,9_86,49.3568509090909
0,51.3385,0,1.36,0,94.1266,75.257,1.36,74.8396,90.6549,55.1212,9_87,40.3688909090909
91.85007,43.0371,92.45507,20.511,95.85807,37.3834,32.3588,14.565,32.575,143.20257,40.9587,9_88,58.6140709090909
59.968,35.483,60.507,37.483,57.939,36.674,69.726,37.483,68.174,75.474,28.662,9_89,51.5975454545455
107.9853,104.0303,103.7503,103.0683,107.8183,29.0912,84.1232,101.7333,25.5192,52.8998,69.2365,9_90,80.8414272727273
96.4559,91.7669,95.9339,96.4319,98.0129,33.043,2.867,88.2349,88.8899,98.0129,90.5909,9_91,80.0218272727273
103.5235,106.0505,104.2225,106.3845,107.7975,24.4806,49.1883,103.3395,80.0594,101.3195,99.829,9_92,89.6540727272727
198.5776,167.6279,203.196,217.8845,198.072,254.7624,288.72665,203.8451,305.3222,228.585,327.01005,9_93,235.782672727273
124.8081,172.6633,130.4131,229.048,120.8471,105.0961,177.8182,225.267,152.5842,119.8039,153.071,9_94,155.583636363636
231.398,268.7414,220.1686,146.0291,231.623,310.3015,188.6112,135.1557,253.4156,323.5176,263.5436,9_95,233.864118181818
0.246,33.7934,0.246,41.189,0.246,48.4587,39.276,37.184,44.0457,2,0.246,9_96,22.4482545454545
0,30.8094,0,44.9161,0,38.0839,32.5344,38.4566,17.158,36.6219,0.809,9_97,21.7626636363636
